,sampno,speed,acceleration,angle,smooth,Id1,longitude,latitude,difTempsSec,moyenT,altitude,StoopMoove,StopMoove1,DebFin
1012,6508065,19.1000003814697,0.5837999999999984,194.93481874177883,13.333333651224775,240,2.272348,48.88339600000001,5.0,1,286.20001220703097,1,1,0
1013,6508065,27.7000007629395,0.4781600212097208,194.9382993771219,18.466667175292976,240,2.272076,48.882809,5.0,1,275.399993896484,1,1,0
1014,6508065,16.2000007629395,-0.6394,194.94708262759758,21.000000635782897,240,2.271892,48.882325,5.0,1,273.5,1,1,0
1015,6508065,5.0,-0.07598667373657235,194.96039716356904,10.100000381469744,241,2.271666,48.88184,15.0,1,306.5,1,1,0
1016,6508065,3.0999999046325697,-0.03521333510080971,194.9639075938868,5.733333428700767,241,2.271528,48.881614,15.0,1,343.399993896484,0,0,0
1017,6508065,14.3000001907349,0.6227200159072896,194.96911978031585,7.466666698455822,241,2.271234,48.881644,5.0,1,336.70001220703097,1,1,0
1018,6508065,18.5,0.2335199893951396,194.96082914516566,11.96666669845582,241,2.270611,48.881757,5.0,1,337.100006103516,1,1,0
1019,6508065,21.7000007629395,0.1779200424194361,194.94018089562732,18.16666698455813,241,2.269991,48.881907,5.0,1,331.0,1,1,0
1020,6508065,17.5,-0.2335200424194362,194.91847167776825,19.233333587646502,241,2.2693790000000003,48.882081,5.0,1,327.600006103516,1,1,0
1021,6508065,13.8999996185303,-0.2001600212097153,194.8962434564616,17.7000001271566,241,2.268967,48.88227,5.0,1,313.0,1,1,0
1022,6508065,9.30000019073486,-0.2557599681854265,194.8785516623593,13.566666603088384,241,2.268642,48.882402,5.0,1,301.20001220703097,1,1,0
1023,6508065,3.5999999046325697,-0.1056400053024291,194.8659949438562,8.933333237965911,241,2.268376,48.882566,15.0,1,268.20001220703097,1,1,0
1024,6508065,3.29999995231628,-0.0020849996685982143,194.8525523781351,5.4000000158945705,241,2.267975,48.882618,40.0,1,277.0,0,0,0
1025,6508065,10.5,-0.3113600212097154,194.7338010600625,14.833333333333332,242,2.265589,48.883938,5.0,1,314.79998779296903,1,1,0
1026,6508065,10.3999996185303,-0.0055600212097153285,194.73220863810369,12.333333333333332,242,2.265335,48.883732,5.0,1,311.899993896484,1,1,0
1027,6508065,6.199999809265139,-0.233519989395143,194.73152088545442,9.03333314259848,242,2.265214,48.883635,5.0,1,307.100006103516,0,1,0
1028,6508065,14.8999996185303,0.4837199893951431,194.732491899516,10.49999968210858,242,2.264905,48.883704,5.0,1,308.20001220703097,1,1,0
1029,6508065,11.6999998092651,-0.17791998939514514,194.72247171539857,10.93333307902018,242,2.264489,48.883842,5.0,1,312.0,1,1,0
1030,6508065,7.300000190734861,-0.2446399787902813,194.7061947131056,11.29999987284342,242,2.264223,48.883935,5.0,1,317.0,1,1,0
1031,6508065,14.5,0.02753773584905661,194.7657772900168,6.8666666348775225,243,2.263326,48.883707,106.0,1,212.300003051758,1,1,0
1032,6508065,22.7999992370605,0.4614799575805638,194.67666288467623,13.7666664123535,243,2.262697,48.883866,5.0,1,222.399993896484,1,1,0
1033,6508065,9.60000038146973,-0.7339199363708468,194.65419854432446,15.633333206176744,243,2.262169,48.88403,5.0,1,225.600006103516,1,1,0
1034,6508065,5.699999809265139,-0.13344003181457528,194.98444987128482,5.9000000953674325,244,2.255096,48.863278,5.0,1,259.70001220703097,1,1,0
1035,6508065,9.19999980926514,0.19460000000000005,194.97682953852126,7.66666666666667,244,2.254795,48.863272,5.0,1,260.20001220703097,1,1,0
